Flow,Occupancy,Speed
216.0,0.0047,68.8
120.0,0.0026,69.2
96.0,0.0016,69.4
96.0,0.002,69.7
84.0,0.0021,70.3
180.0,0.0035,68.2
180.0,0.0033,68.5
168.0,0.0033,69.9
120.0,0.0028,70.3
60.0,0.0015,69.4
156.0,0.003,70.0
108.0,0.0031,67.6
156.0,0.0038,68.2
132.0,0.0026,68.5
144.0,0.0027,69.6
84.0,0.0017,67.0
120.0,0.0022,68.6
108.0,0.0026,69.4
108.0,0.0024,68.8
72.0,0.0016,70.0
96.0,0.0018,69.4
132.0,0.0026,68.8
204.0,0.0039,69.5
108.0,0.0022,68.7
180.0,0.0036,68.4
84.0,0.0018,70.1
132.0,0.0036,67.8
216.0,0.0049,69.7
276.0,0.0051,70.5
144.0,0.0029,68.6
180.0,0.0032,70.0
156.0,0.0029,68.7
300.0,0.0057,69.2
216.0,0.005,69.3
216.0,0.0048,68.3
228.0,0.0046,69.7
276.0,0.0066,68.9
204.0,0.004,69.3
312.0,0.0062,69.2
336.0,0.0069,69.4
372.0,0.0083,68.9
492.0,0.0101,68.1
504.0,0.0107,68.7
252.0,0.0055,69.1
372.0,0.0073,69.5
396.0,0.0074,69.4
492.0,0.0103,69.7
612.0,0.0124,69.5
720.0,0.0139,69.5
672.0,0.0131,69.9
816.0,0.0176,69.0
576.0,0.0126,68.5
900.0,0.0175,69.0
1020.0,0.0222,67.3
564.0,0.0098,69.2
744.0,0.0146,68.9
540.0,0.0123,68.7
816.0,0.0158,69.0
912.0,0.0192,68.5
1056.0,0.0224,67.7
1152.0,0.0248,67.2
924.0,0.0182,68.3
1080.0,0.022000000000000002,68.1
1140.0,0.0238,67.5
1116.0,0.0227,67.7
924.0,0.021,67.1
1080.0,0.0228,67.7
948.0,0.0199,67.8
960.0,0.0217,66.5
924.0,0.02,67.0
996.0,0.0213,67.1
852.0,0.0188,66.3
1092.0,0.0225,67.0
1176.0,0.0249,66.6
1116.0,0.023,68.0
1032.0,0.0224,66.9
1380.0,0.0276,68.1
1152.0,0.0256,66.7
1236.0,0.0249,67.7
1068.0,0.0221,67.8
1020.0,0.0207,67.5
1080.0,0.0229,67.4
1008.0,0.0215,67.0
1332.0,0.0284,66.2
1296.0,0.0257,67.6
1308.0,0.0271,67.6
1248.0,0.0262,67.7
1284.0,0.0265,67.7
1656.0,0.034,67.5
1380.0,0.0274,68.1
1224.0,0.0239,69.0
1308.0,0.026000000000000002,69.3
1548.0,0.0316,68.6
1488.0,0.0316,66.3
1584.0,0.0322,67.1
1356.0,0.0282,67.0
1140.0,0.0234,67.6
1380.0,0.0268,68.8
1164.0,0.0226,69.4
1164.0,0.0239,68.7
1692.0,0.0345,68.8
1596.0,0.0313,69.3
1248.0,0.0249,68.3
1608.0,0.0319,68.4
1212.0,0.0245,67.8
1272.0,0.0251,68.9
1284.0,0.0266,68.1
1380.0,0.0285,67.5
1524.0,0.0289,69.2
1452.0,0.0291,69.2
1548.0,0.0311,68.8
1800.0,0.0371,67.5
1464.0,0.0297,67.2
1476.0,0.0292,68.9
1476.0,0.0306,67.0
1344.0,0.0274,67.1
1020.0,0.0207,67.9
1260.0,0.0259,67.0
1320.0,0.0276,66.9
1212.0,0.0251,68.1
1392.0,0.0282,67.1
1512.0,0.0307,67.7
1272.0,0.0263,67.4
1620.0,0.0334,66.5
1560.0,0.0341,66.1
1596.0,0.0316,67.3
1368.0,0.0301,65.6
1500.0,0.0306,66.4
1536.0,0.0311,67.3
1260.0,0.026000000000000002,66.8
1128.0,0.0227,67.4
1752.0,0.0365,66.7
1380.0,0.0291,66.7
1272.0,0.0258,67.1
1476.0,0.0292,68.2
1632.0,0.0322,68.7
1284.0,0.0248,68.8
1548.0,0.032,68.0
1332.0,0.0259,69.0
1140.0,0.0249,67.8
1836.0,0.036000000000000004,68.7
1536.0,0.0305,69.0
1908.0,0.0371,69.5
1656.0,0.0337,69.0
1560.0,0.0309,68.8
1464.0,0.0306,67.7
1500.0,0.0309,67.9
1572.0,0.0318,67.5
1704.0,0.0353,66.8
1596.0,0.0323,67.6
1632.0,0.0322,67.8
1632.0,0.0339,67.6
1200.0,0.0242,67.9
1716.0,0.0334,68.9
1620.0,0.0328,68.6
1824.0,0.0374,67.9
1644.0,0.0346,66.7
1536.0,0.0324,66.4
1320.0,0.0264,68.0
1944.0,0.0385,68.2
1956.0,0.0386,68.0
1608.0,0.0331,67.2
1476.0,0.0308,67.0
1476.0,0.0307,67.3
1068.0,0.0227,66.8
1272.0,0.0265,67.1
1464.0,0.0284,68.4
1356.0,0.0261,68.9
1212.0,0.0236,69.8
1764.0,0.034,69.5
1356.0,0.0288,68.2
1752.0,0.0373,66.6
1644.0,0.0333,66.8
1416.0,0.0291,66.6
1416.0,0.0276,68.0
1548.0,0.0304,68.4
1764.0,0.0343,68.7
1512.0,0.0301,68.4
1548.0,0.0308,68.6
1500.0,0.0297,68.7
1488.0,0.0288,69.0
1608.0,0.0321,68.2
1632.0,0.0314,69.0
1536.0,0.0314,67.6
1356.0,0.0262,68.5
1416.0,0.027999999999999997,68.4
1728.0,0.0345,68.1
1764.0,0.0338,69.2
1452.0,0.0302,68.0
1656.0,0.0333,68.6
1428.0,0.0288,68.5
1740.0,0.0352,68.2
1260.0,0.0259,67.9
1260.0,0.0257,67.8
1476.0,0.0287,69.2
1356.0,0.0278,68.3
1236.0,0.0255,68.1
1284.0,0.0262,68.0
1500.0,0.0301,68.5
1536.0,0.0305,68.7
1416.0,0.0286,69.0
1680.0,0.0343,69.0
1296.0,0.027000000000000003,68.8
1344.0,0.0278,67.7
1044.0,0.0214,68.0
1368.0,0.0278,68.0
1356.0,0.0278,67.8
1332.0,0.0271,68.3
1212.0,0.024,69.5
888.0,0.0187,68.2
1020.0,0.0208,68.4
1092.0,0.0221,69.4
1032.0,0.0208,69.1
684.0,0.0139,69.5
1056.0,0.0224,67.9
948.0,0.0197,67.8
804.0,0.0153,69.1
1008.0,0.02,69.5
960.0,0.0192,70.0
828.0,0.0169,69.0
804.0,0.0168,68.4
804.0,0.0162,68.3
636.0,0.0131,68.8
828.0,0.0174,68.3
648.0,0.0129,68.9
792.0,0.0161,69.0
876.0,0.0172,69.7
840.0,0.0167,69.3
744.0,0.0146,69.8
756.0,0.015,69.2
984.0,0.0192,69.6
840.0,0.0169,68.8
672.0,0.0135,69.3
696.0,0.0139,69.4
732.0,0.0152,68.6
612.0,0.0122,68.8
900.0,0.0186,68.3
756.0,0.0151,68.6
660.0,0.0136,68.3
780.0,0.0145,70.3
840.0,0.0165,70.1
756.0,0.0147,70.8
648.0,0.013000000000000001,70.1
636.0,0.0127,69.7
840.0,0.0167,69.1
792.0,0.0163,68.6
696.0,0.0137,69.8
912.0,0.0181,69.8
780.0,0.0156,69.5
672.0,0.0139,68.6
492.0,0.0093,69.4
732.0,0.0151,68.7
516.0,0.0101,68.8
708.0,0.0144,68.9
744.0,0.015,69.3
516.0,0.0105,68.5
792.0,0.0161,69.4
732.0,0.0146,68.8
420.0,0.0081,69.5
480.0,0.0093,69.2
444.0,0.009000000000000001,69.4
456.0,0.0096,68.7
576.0,0.0116,68.0
540.0,0.0106,69.2
504.0,0.0099,70.1
432.0,0.0085,68.8
492.0,0.0106,69.1
372.0,0.0085,68.4
396.0,0.0079,67.9
408.0,0.008,69.1
300.0,0.006,68.7
192.0,0.0036,68.4
288.0,0.0063,69.2
336.0,0.006999999999999999,69.5
288.0,0.0063,67.5
312.0,0.0064,68.0
168.0,0.0032,69.9
276.0,0.0055,69.3
240.0,0.0048,69.3
180.0,0.0037,68.6
192.0,0.0038,69.9
240.0,0.0053,69.5
216.0,0.0045,68.2
204.0,0.0041,68.4
120.0,0.0023,69.2
144.0,0.0028,69.4
132.0,0.0028,70.3
132.0,0.0025,68.7
120.0,0.0024,69.0
168.0,0.0031,68.2
156.0,0.0031,69.7
84.0,0.0019,70.2
132.0,0.0031,69.3
84.0,0.0016,69.0
144.0,0.0028,70.4
180.0,0.0032,68.9
144.0,0.0028,68.8
96.0,0.002,70.0
156.0,0.003,70.5
108.0,0.0022,69.1
96.0,0.0019,69.1
132.0,0.0026,67.4
156.0,0.0036,68.8
180.0,0.0041,68.6
192.0,0.0037,67.9
60.0,0.0012,70.0
36.0,0.0007,69.6
60.0,0.0011,69.7
108.0,0.002,69.2
84.0,0.0015,70.0
144.0,0.0027,70.2
108.0,0.002,70.6
120.0,0.0031,69.3
120.0,0.0025,69.2
60.0,0.0017,68.0
156.0,0.0038,68.1
120.0,0.002,68.4
84.0,0.0015,69.1
84.0,0.0016,68.3
84.0,0.0017,70.0
144.0,0.0032,68.8
24.0,0.0005,66.0
72.0,0.0015,70.1
168.0,0.0039,68.0
120.0,0.0024,69.3
120.0,0.0027,69.4
168.0,0.0037,70.2
204.0,0.0039,69.9
180.0,0.0037,69.2
240.0,0.0043,70.1
192.0,0.0039,68.9
228.0,0.0044,69.5
168.0,0.0033,69.2
168.0,0.0035,68.9
336.0,0.0063,69.4
252.0,0.0048,70.5
324.0,0.0059,70.6
480.0,0.0094,69.3
348.0,0.0065,70.2
456.0,0.009000000000000001,69.8
348.0,0.0066,69.7
384.0,0.0081,69.9
372.0,0.006999999999999999,70.2
288.0,0.0052,70.8
420.0,0.0082,69.4
492.0,0.0101,69.4
432.0,0.0086,68.8
588.0,0.0117,68.4
672.0,0.0133,69.6
600.0,0.0115,69.2
564.0,0.0108,69.3
528.0,0.0107,69.0
684.0,0.0132,69.5
528.0,0.0101,68.5
432.0,0.008,70.3
552.0,0.0108,69.1
408.0,0.0082,69.1
372.0,0.006999999999999999,68.8
288.0,0.006,69.9
468.0,0.009000000000000001,68.0
492.0,0.0099,69.4
456.0,0.0085,69.2
348.0,0.0066,68.6
432.0,0.0084,68.8
528.0,0.0104,69.3
504.0,0.01,69.1
480.0,0.0091,69.7
552.0,0.0116,69.3
456.0,0.0087,69.4
504.0,0.0099,68.8
684.0,0.0134,68.5
852.0,0.0162,69.7
648.0,0.0139,69.0
552.0,0.0119,67.4
660.0,0.0134,68.8
720.0,0.0147,68.4
792.0,0.017,66.8
888.0,0.0199,66.4
960.0,0.0201,66.8
720.0,0.0134,68.2
900.0,0.0166,69.2
768.0,0.0153,69.4
972.0,0.0191,68.4
660.0,0.0124,69.1
1200.0,0.023,68.8
1008.0,0.0187,69.4
1044.0,0.0198,69.1
1272.0,0.0238,69.9
1536.0,0.03,68.5
1620.0,0.0316,68.5
1344.0,0.026000000000000002,68.1
1116.0,0.022000000000000002,68.0
1080.0,0.0208,68.5
1068.0,0.0203,68.9
1044.0,0.0207,68.4
1248.0,0.0235,69.3
1092.0,0.0215,68.6
1548.0,0.0303,68.3
1344.0,0.0273,66.6
1356.0,0.0261,67.8
1200.0,0.0232,68.1
1344.0,0.0262,67.8
1284.0,0.0253,67.3
1392.0,0.0266,67.8
1368.0,0.0263,68.5
1200.0,0.0224,69.1
1104.0,0.022000000000000002,67.8
1236.0,0.0233,68.5
1212.0,0.0234,68.7
1236.0,0.0247,67.7
1452.0,0.0285,67.4
1632.0,0.0304,68.6
1344.0,0.0258,68.4
1416.0,0.0278,68.0
1380.0,0.0267,68.1
1152.0,0.0224,68.0
1356.0,0.0272,67.0
1104.0,0.0215,67.9
1308.0,0.0248,68.6
1224.0,0.0233,69.0
1104.0,0.0208,69.6
1236.0,0.0244,68.2
1512.0,0.0294,68.3
1368.0,0.0266,67.9
1044.0,0.0196,68.8
1452.0,0.0283,68.4
1068.0,0.021,68.8
1536.0,0.0301,67.9
1428.0,0.0269,68.9
1536.0,0.0294,68.7
1428.0,0.0283,68.7
1044.0,0.0199,69.5
1260.0,0.0245,68.5
1368.0,0.0264,68.3
1476.0,0.0292,68.2
1416.0,0.0273,68.4
1380.0,0.0271,67.8
1428.0,0.0283,68.5
1380.0,0.0265,68.7
1380.0,0.0276,67.6
1500.0,0.0285,69.1
1488.0,0.0288,68.8
1080.0,0.0209,69.0
1332.0,0.0256,68.8
1236.0,0.0243,68.3
1212.0,0.024,67.9
1116.0,0.0214,68.9
1260.0,0.0244,68.8
1380.0,0.0259,69.6
1548.0,0.0306,68.2
1152.0,0.0232,68.0
1272.0,0.0247,68.3
1068.0,0.0203,69.3
1308.0,0.0249,69.3
1152.0,0.0231,68.2
1356.0,0.0268,67.8
1368.0,0.0265,68.0
1248.0,0.0241,68.4
1296.0,0.0252,68.5
1332.0,0.0264,68.2
1260.0,0.0245,68.0
1140.0,0.0223,68.2
1392.0,0.0269,67.9
1296.0,0.024,69.8
1140.0,0.0219,69.8
1104.0,0.0214,69.1
816.0,0.0155,68.6
1152.0,0.0225,68.9
1164.0,0.0224,68.5
1272.0,0.0247,68.8
1032.0,0.0196,69.8
1176.0,0.0231,68.7
1164.0,0.0225,68.6
1080.0,0.0219,68.0
1056.0,0.0203,68.8
1212.0,0.0234,68.7
1272.0,0.0245,69.7
960.0,0.0187,69.3
1236.0,0.0245,69.3
1464.0,0.0309,67.7
1236.0,0.0577,56.8
1236.0,0.0257,60.9
1104.0,0.0232,63.2
900.0,0.0185,65.0
1344.0,0.0275,66.9
1248.0,0.0264,66.1
948.0,0.0185,67.4
1176.0,0.0234,68.4
1092.0,0.0219,68.6
1320.0,0.027000000000000003,68.2
1476.0,0.0297,68.4
1200.0,0.0256,66.6
1152.0,0.024,67.2
1140.0,0.0239,66.4
840.0,0.0164,68.0
1140.0,0.0232,68.2
996.0,0.0207,68.2
1068.0,0.0211,68.2
1068.0,0.0214,68.6
948.0,0.0185,68.7
1140.0,0.0224,68.9
1032.0,0.0214,68.8
768.0,0.0159,68.1
852.0,0.018000000000000002,67.8
828.0,0.017,68.3
876.0,0.0174,69.1
780.0,0.0161,68.2
912.0,0.0184,68.6
804.0,0.0169,67.9
912.0,0.0182,68.5
864.0,0.0173,68.5
888.0,0.0177,69.1
792.0,0.0167,68.0
1104.0,0.0224,68.1
996.0,0.0209,67.4
648.0,0.0126,68.5
780.0,0.0161,68.1
828.0,0.0176,68.0
900.0,0.0189,67.6
696.0,0.0138,68.8
804.0,0.0163,68.3
696.0,0.0147,68.9
768.0,0.0159,68.1
756.0,0.0156,68.2
720.0,0.0138,69.7
660.0,0.0133,69.2
768.0,0.015,69.2
492.0,0.0107,68.6
624.0,0.0133,68.3
600.0,0.0125,68.7
432.0,0.0083,69.1
684.0,0.0136,69.6
636.0,0.0134,68.5
612.0,0.0116,68.6
816.0,0.0168,67.9
516.0,0.0101,68.9
696.0,0.0133,70.0
552.0,0.0109,68.7
468.0,0.0095,69.2
624.0,0.0127,69.0
540.0,0.0112,69.4
648.0,0.0126,69.6
564.0,0.0111,69.8
660.0,0.0133,68.3
348.0,0.0065,68.8
540.0,0.0104,69.9
528.0,0.0104,69.5
312.0,0.0071,69.5
324.0,0.0068,68.0
444.0,0.0099,68.8
360.0,0.006999999999999999,69.0
288.0,0.0057,69.0
300.0,0.0059,69.1
168.0,0.0031,69.2
300.0,0.0063,68.9
180.0,0.0037,69.2
228.0,0.0046,70.2
216.0,0.0048,69.0
264.0,0.0054,70.3
180.0,0.0035,69.4
240.0,0.0048,69.4
144.0,0.0028,69.6
240.0,0.0049,69.2
204.0,0.0041,68.9
120.0,0.0023,69.3
204.0,0.0041,69.5
168.0,0.0033,69.7
252.0,0.0051,69.0
168.0,0.005,69.1
168.0,0.0044,68.9
96.0,0.0018,69.7
132.0,0.0032,68.7
204.0,0.0051,68.2
84.0,0.0017,69.9
96.0,0.0022,68.8
240.0,0.0048,69.8
108.0,0.0027,69.2
72.0,0.0014,67.3
60.0,0.0013,68.2
60.0,0.0021,70.1
96.0,0.0025,68.9
96.0,0.0024,68.9
84.0,0.0022,69.3
144.0,0.003,68.5
72.0,0.0014,70.0
60.0,0.0013,70.1
36.0,0.0007,69.7
132.0,0.0035,68.7
72.0,0.0016,69.9
48.0,0.0012,67.6
96.0,0.0023,68.0
72.0,0.0016,69.5
72.0,0.0015,69.9
96.0,0.0027,68.9
72.0,0.0014,70.1
48.0,0.0026,68.4
120.0,0.0036,68.7
132.0,0.0029,68.7
72.0,0.002,65.7
84.0,0.0025,67.5
48.0,0.0009,69.5
120.0,0.0031,70.5
156.0,0.0039,69.3
180.0,0.0039,70.2
204.0,0.0044,68.5
228.0,0.0046,70.1
192.0,0.0045,68.9
216.0,0.0052,68.6
312.0,0.0093,67.6
384.0,0.0086,67.9
348.0,0.0082,68.5
348.0,0.0078,68.8
348.0,0.0089,67.1
384.0,0.0088,68.5
516.0,0.0104,69.1
528.0,0.0099,69.5
792.0,0.0165,68.9
792.0,0.0169,68.2
672.0,0.0132,68.9
816.0,0.0165,70.1
480.0,0.0099,69.1
1116.0,0.0238,67.9
1020.0,0.021,68.0
1260.0,0.0246,69.7
1188.0,0.0236,69.3
1476.0,0.0312,67.3
1596.0,0.033,66.9
1440.0,0.0287,67.4
1872.0,0.0391,66.7
2124.0,0.0417,67.0
1536.0,0.0307,67.6
1680.0,0.0357,66.0
1416.0,0.03,65.0
2220.0,0.0455,65.1
2064.0,0.0439,64.1
2508.0,0.0542,62.9
2304.0,0.0498,62.1
2556.0,0.0595,59.5
2700.0,0.0586,60.1
2364.0,0.0526,59.3
2532.0,0.055,60.3
1980.0,0.0435,60.0
2292.0,0.0522,59.2
1932.0,0.0435,59.6
2160.0,0.0527,58.1
2232.0,0.049,59.5
2160.0,0.0508,58.2
1860.0,0.0397,60.5
1572.0,0.0339,61.7
2040.0,0.0477,59.7
2112.0,0.0485,58.9
2028.0,0.0458,58.8
1836.0,0.0388,61.2
1956.0,0.0416,61.7
1776.0,0.0386,62.0
1896.0,0.0422,62.2
2040.0,0.044000000000000004,61.9
2052.0,0.0466,60.1
1800.0,0.0403,60.1
1884.0,0.0411,60.6
2184.0,0.0473,60.8
2160.0,0.045,62.7
2292.0,0.0491,61.9
2280.0,0.0478,62.4
2040.0,0.0443,62.2
2136.0,0.0465,61.3
1776.0,0.0362,63.5
1956.0,0.0431,62.7
1812.0,0.0367,64.4
1620.0,0.0331,64.8
1824.0,0.0385,65.0
1920.0,0.0437,63.1
1860.0,0.0429,61.4
1620.0,0.0356,62.0
2052.0,0.043,64.1
1704.0,0.0367,64.4
1812.0,0.0388,64.1
1620.0,0.0358,63.7
1560.0,0.0315,65.4
1536.0,0.0345,64.1
1488.0,0.0301,65.5
1404.0,0.0298,65.1
1668.0,0.0334,66.5
1896.0,0.0426,63.9
1800.0,0.0388,64.1
1608.0,0.0342,64.9
1560.0,0.0323,65.4
1896.0,0.0415,64.1
1632.0,0.0343,64.6
1644.0,0.0349,65.3
1560.0,0.0336,66.3
1368.0,0.0313,64.8
1356.0,0.0286,65.3
1284.0,0.027999999999999997,66.0
1560.0,0.0336,65.1
1212.0,0.0258,66.0
1488.0,0.0324,64.9
1380.0,0.0313,63.8
1416.0,0.0283,66.6
1380.0,0.0298,65.4
1656.0,0.0344,66.3
1260.0,0.0264,66.2
1104.0,0.0216,67.2
1200.0,0.0291,64.9
1380.0,0.0292,65.6
1308.0,0.0297,64.8
1080.0,0.0237,65.1
1128.0,0.0246,65.4
1212.0,0.0256,66.1
1140.0,0.024,66.4
1488.0,0.0327,65.5
1200.0,0.0255,66.0
1320.0,0.0302,64.8
1260.0,0.0273,65.1
1344.0,0.0273,66.8
1260.0,0.0266,66.0
1272.0,0.0263,66.8
1392.0,0.0293,65.8
1404.0,0.0294,66.2
1452.0,0.0309,65.7
1296.0,0.0282,65.5
1212.0,0.0244,67.9
1140.0,0.0242,67.1
1248.0,0.0274,65.9
1416.0,0.0312,64.8
1284.0,0.0273,65.4
1056.0,0.0216,67.0
1284.0,0.027999999999999997,66.2
1140.0,0.0234,66.7
1164.0,0.025,66.5
1380.0,0.0281,67.1
1380.0,0.0284,67.3
1116.0,0.0224,68.3
1248.0,0.0277,66.3
1464.0,0.0307,66.3
1644.0,0.0351,66.1
1512.0,0.0317,65.7
1416.0,0.0285,66.5
1128.0,0.0252,65.6
1512.0,0.034,64.0
1332.0,0.0289,64.9
1356.0,0.0295,64.5
1296.0,0.0264,65.6
1440.0,0.0307,64.6
1380.0,0.0292,65.1
1176.0,0.0238,66.7
1428.0,0.0292,66.4
1248.0,0.0255,66.4
1380.0,0.0279,68.0
1392.0,0.0289,66.4
1284.0,0.0266,66.7
1416.0,0.0287,67.3
1164.0,0.0225,68.5
1404.0,0.0284,68.2
1272.0,0.0247,69.2
1560.0,0.0315,68.3
1128.0,0.0233,67.7
1248.0,0.0256,67.6
1572.0,0.0314,67.3
1224.0,0.0243,67.9
1584.0,0.0322,67.8
1248.0,0.0253,67.8
1140.0,0.0236,67.6
1608.0,0.0331,66.9
1128.0,0.0228,67.7
1524.0,0.0319,67.0
1368.0,0.0291,66.0
1284.0,0.0259,67.7
1440.0,0.0278,68.9
1284.0,0.0258,68.4
1584.0,0.0347,67.0
1500.0,0.0313,67.3
1308.0,0.0259,68.2
1440.0,0.0295,67.8
1476.0,0.0324,66.0
1536.0,0.0324,66.6
1164.0,0.0234,67.8
1152.0,0.0228,68.6
1272.0,0.0274,66.4
1008.0,0.0201,67.7
1236.0,0.0263,67.3
1092.0,0.0221,68.6
1116.0,0.0219,69.0
972.0,0.0194,69.2
1296.0,0.0267,68.3
888.0,0.0184,68.2
1008.0,0.0219,67.8
1008.0,0.0207,68.2
828.0,0.0165,68.5
624.0,0.0135,68.3
804.0,0.0166,69.0
888.0,0.0183,67.8
948.0,0.0196,68.1
792.0,0.0159,68.7
744.0,0.0166,68.0
636.0,0.0139,66.6
744.0,0.0154,67.5
696.0,0.0142,68.4
492.0,0.0105,67.9
612.0,0.0124,68.4
636.0,0.0132,68.7
672.0,0.0131,69.5
852.0,0.0172,69.1
480.0,0.0108,68.8
672.0,0.0148,68.0
648.0,0.0137,68.5
696.0,0.0139,68.7
636.0,0.013000000000000001,68.8
588.0,0.0122,68.3
684.0,0.0137,68.7
528.0,0.0104,69.2
432.0,0.0084,69.9
528.0,0.0103,68.9
588.0,0.012,69.3
756.0,0.0147,69.3
564.0,0.0111,69.6
672.0,0.0136,69.5
648.0,0.0125,68.7
576.0,0.0115,68.9
576.0,0.0113,68.7
516.0,0.0104,69.5
432.0,0.0085,69.6
468.0,0.0092,69.6
576.0,0.0112,69.6
624.0,0.0148,68.0
456.0,0.0086,69.3
516.0,0.0109,69.0
492.0,0.0092,70.3
504.0,0.0106,68.3
540.0,0.0108,68.8
468.0,0.0087,69.8
516.0,0.01,70.1
456.0,0.009000000000000001,69.5
276.0,0.0056,70.0
288.0,0.0059,69.4
168.0,0.0035,69.2
192.0,0.0042,69.6
288.0,0.0058,68.8
252.0,0.0049,69.5
204.0,0.0038,68.6
240.0,0.0045,70.1
204.0,0.0042,68.6
156.0,0.003,69.6
288.0,0.0065,68.7
156.0,0.0035,68.7
252.0,0.0048,70.5
144.0,0.0035,69.3
180.0,0.0037,68.3
144.0,0.0032,66.6
108.0,0.0019,68.7
108.0,0.0025,68.5
132.0,0.0025,69.2
192.0,0.0046,69.4
108.0,0.0027,68.8
132.0,0.003,68.9
180.0,0.0056,68.2
120.0,0.0025,68.6
144.0,0.0027,69.3
132.0,0.0035,69.1
84.0,0.0027,68.2
72.0,0.0016,69.9
84.0,0.0015,70.1
72.0,0.0017,67.5
144.0,0.0036,68.9
72.0,0.0024,68.0
156.0,0.0036,69.0
84.0,0.0017,69.8
72.0,0.0013,70.1
132.0,0.0032,68.8
108.0,0.0022,69.1
120.0,0.0023,69.5
24.0,0.0005,71.6
96.0,0.0022,69.7
120.0,0.0022,68.9
84.0,0.0023,69.0
132.0,0.0035,70.1
108.0,0.0029,68.1
84.0,0.003,67.8
120.0,0.0028,68.3
120.0,0.003,67.8
96.0,0.0018,70.7
84.0,0.0023,68.4
108.0,0.003,68.7
120.0,0.0024,70.1
180.0,0.0045,69.6
108.0,0.002,70.1
84.0,0.0022,69.1
192.0,0.0039,68.8
156.0,0.0034,69.9
168.0,0.0031,70.4
192.0,0.004,70.2
204.0,0.0062,68.1
348.0,0.0099,67.2
408.0,0.0078,69.0
264.0,0.0059,68.9
312.0,0.0071,69.2
216.0,0.0057,67.6
360.0,0.0076,69.6
528.0,0.01,68.9
588.0,0.012,70.0
540.0,0.011000000000000001,69.4
696.0,0.0133,70.1
744.0,0.0148,69.5
1164.0,0.0239,69.4
1068.0,0.0214,70.0
1260.0,0.0264,68.7
1104.0,0.0242,66.9
1368.0,0.0275,68.5
1200.0,0.0234,69.3
1728.0,0.0339,70.1
2064.0,0.0407,69.9
1932.0,0.0402,69.1
2196.0,0.0456,68.4
2784.0,0.0556,69.2
2820.0,0.0562,69.9
3252.0,0.0699,68.0
3288.0,0.0666,68.5
3504.0,0.0726,68.1
3912.0,0.0823,67.5
3780.0,0.0815,66.4
3816.0,0.0802,67.3
4392.0,0.0966,66.2
4524.0,0.0999,65.6
4956.0,0.1155,63.7
5340.0,0.1279,61.7
4764.0,0.1045,63.6
5052.0,0.1171,62.8
5340.0,0.1402,58.8
5556.0,0.1436,57.2
5736.0,0.1471,56.5
5760.0,0.1651,53.4
5244.0,0.1594,50.4
5508.0,0.1858,46.5
3864.0,0.3628,31.0
5052.0,0.2636,29.3
5760.0,0.2289,32.7
4584.0,0.3262,26.5
4224.0,0.2644,24.8
4452.0,0.2664,24.4
5388.0,0.2666,26.8
5604.0,0.2365,30.5
4392.0,0.355,24.2
5148.0,0.1933,31.3
5052.0,0.2565,30.0
3144.0,0.2024,26.2
5232.0,0.2638,27.4
5412.0,0.2522,29.2
4188.0,0.2859,25.2
5100.0,0.262,26.7
3288.0,0.2886,21.9
4980.0,0.2562,25.2
5088.0,0.239,28.0
4020.0,0.3542,22.2
4764.0,0.3017,22.6
4824.0,0.2666,24.6
5508.0,0.2634,27.4
4008.0,0.2129,27.1
4620.0,0.2863,25.1
4416.0,0.249,25.1
5484.0,0.2394,28.8
3336.0,0.2761,23.1
4620.0,0.3007,22.6
4704.0,0.2467,24.9
4068.0,0.3299,21.2
4728.0,0.21100000000000002,26.5
4908.0,0.2796,25.8
5172.0,0.265,26.8
5232.0,0.235,29.2
2460.0,0.2822,20.8
4800.0,0.2061,26.8
2508.0,0.0523,47.0
2724.0,0.0556,57.6
2928.0,0.0587,63.5
2604.0,0.0538,65.5
2196.0,0.0429,67.8
2580.0,0.0529,67.9
2124.0,0.0439,68.0
1692.0,0.0344,68.4
2124.0,0.0421,68.8
1884.0,0.0394,68.4
1848.0,0.0408,66.4
1680.0,0.0383,64.8
1992.0,0.0445,64.4
1740.0,0.035,66.4
1668.0,0.0345,66.8
1464.0,0.0301,67.9
1740.0,0.0361,68.4
1212.0,0.0263,67.5
1704.0,0.0354,67.7
1524.0,0.032,66.6
1572.0,0.031,68.1
1428.0,0.0305,68.3
1452.0,0.0332,66.3
1368.0,0.0292,66.7
1200.0,0.0261,66.2
1452.0,0.0327,65.7
1152.0,0.026000000000000002,64.2
1320.0,0.0274,67.0
1332.0,0.0281,66.9
1536.0,0.0337,66.2
1068.0,0.0222,68.3
1164.0,0.0234,68.0
1188.0,0.0252,67.2
1224.0,0.0261,67.1
1572.0,0.034,67.3
1068.0,0.0241,67.0
1140.0,0.0239,68.3
1296.0,0.0313,65.5
1392.0,0.0282,67.5
1164.0,0.025,68.2
1212.0,0.0239,69.3
1344.0,0.0272,68.7
1608.0,0.0338,68.1
1296.0,0.0286,68.1
1452.0,0.0308,67.4
1332.0,0.0292,65.7
1116.0,0.0221,67.8
1164.0,0.0233,69.3
1200.0,0.025,69.2
1380.0,0.0302,68.6
1164.0,0.0244,68.0
1332.0,0.0279,68.0
1344.0,0.0264,68.5
1548.0,0.0311,69.7
1392.0,0.0282,68.8
1356.0,0.0271,69.9
1308.0,0.0277,68.9
1512.0,0.0332,67.4
1020.0,0.0227,68.5
1308.0,0.0293,66.9
